SI,SS,XI,XS,XBH,XBA,XP,SO,SNO,SNH,SND,XND,SALK,TSS,FlowRate,Temperature
28.54039935,0.638290205,1649.788437,31.71632913,2361.185088,177.3121027,1018.781473,4.288567198,7.473618644,0.084775838,0.536299238,2.379590696,4.658182037,3929.087573,91198.47113,14.79608718
28.54094529,0.630882718,1654.688046,31.41307154,2367.339239,177.8077097,1022.400336,4.356771272,7.378944719,0.081871403,0.532271295,2.365956207,4.667989486,3940.236301,90956.17898,14.79812498
28.54117134,0.624112844,1658.699361,31.12380244,2372.174925,178.2063606,1025.440015,4.416304386,7.288078188,0.079557087,0.528645293,2.352988856,4.677624165,3949.233347,90787.67506,14.79947873
28.54121882,0.617972449,1661.717316,30.84627223,2375.489604,178.4942206,1027.826585,4.468927028,7.20048683,0.077710452,0.525400584,2.340389206,4.687075984,3955.780498,90771.73347,14.80029123
28.54114721,0.612472941,1663.741876,30.58163272,2377.266766,178.6705439,1029.562224,4.515394602,7.115671361,0.076255736,0.522529592,2.328108746,4.696348782,3959.867282,90845.84966,14.80068384
28.5409525,0.607637188,1664.844574,30.33309849,2377.615507,178.7433803,1030.698569,4.556041626,7.033366057,0.07513625,0.520034091,2.316261469,4.705456026,3961.676346,90954.95397,14.80075067
28.54057362,0.603478592,1665.139541,30.10413446,2376.719005,178.7259231,1031.314947,4.591145927,6.953453338,0.07428851,0.517913369,2.305033314,4.714425659,3961.502663,91039.74751,14.80055893
28.53989873,0.599965796,1664.773795,29.89633087,2374.81228,178.6350766,1031.51037,4.621463858,6.875889386,0.07362983,0.516151962,2.294582334,4.723293124,3959.720889,91031.07379,14.80015226
28.53878272,0.597012768,1663.929982,29.70888838,2372.179865,178.4914894,1031.404417,4.648064621,6.800495463,0.073086709,0.514712828,2.285010715,4.732102347,3956.785982,90977.86936,14.7995563
28.53707852,0.59449627,1662.822829,29.53946775,2369.146664,178.3190335,1031.134931,4.671874464,6.726874511,0.072615727,0.513545586,2.276381782,4.740898001,3953.222194,90920.63921,14.79878529
28.53466746,0.592315337,1661.657975,29.3865637,2366.018143,178.1403371,1030.832443,4.692763164,6.654319914,0.072251583,0.51260912,2.268786123,4.74973256,3949.526596,91108.30515,14.79784695
28.53146295,0.590495093,1660.564638,29.25372709,2362.986677,177.969573,1030.577955,4.708084485,6.581541948,0.072161249,0.511920323,2.262499579,4.758709225,3946.014428,91976.45359,14.79674129
28.52740061,0.589213844,1659.500347,29.14935872,2359.999128,177.8023951,1030.343454,4.713794654,6.507848067,0.072568159,0.511593578,2.257900274,4.767919305,3942.596012,93248.61861,14.79545531
28.52248041,0.588763781,1658.169652,29.08328188,2356.645743,177.607426,1029.940971,4.70595746,6.434357982,0.073700689,0.51180453,2.255284086,4.777374161,3938.585305,94645.1078,14.79395435
28.51691725,0.589471557,1656.094608,29.06386433,2352.265174,177.3339357,1029.066433,4.680813557,6.363266119,0.075763309,0.512729064,2.254876962,4.787046547,3932.868012,96169.6212,14.79217271
28.51138089,0.591587674,1652.833293,29.09600668,2346.254515,176.9353123,1027.436886,4.635006795,6.296873756,0.079004861,0.51452207,2.256934347,4.796891921,3924.41701,97962.39282,14.79001184
28.50725159,0.595218752,1648.15632,29.18057362,2338.314732,176.3880753,1024.902112,4.565215239,6.237977859,0.083868219,0.517335011,2.261828782,4.806748101,3912.706359,99873.86859,14.7873461
28.50680858,0.600338767,1642.017491,29.31441299,2328.405556,175.6889869,1021.4276,4.466146242,6.191018012,0.091256099,0.521349652,2.270117914,4.816142588,3897.640535,101799.3253,14.78403262
28.51326818,0.606911968,1634.369493,29.49339002,2316.487041,174.8356687,1016.979728,4.326796377,6.162575166,0.103029842,0.526850012,2.282761734,4.824133379,3879.123991,104020.7297,14.77991913
28.53076299,0.615087557,1624.974268,29.71874195,2302.257118,173.8065529,1011.406201,4.127664559,6.161498873,0.122986101,0.534340968,2.30145585,4.829245913,3856.622162,106879.7951,14.77484302
28.56437541,0.6253297,1613.37116,30.0026685,2285.108856,172.5571456,1004.414287,3.844307078,6.198680865,0.15815384,0.544555856,2.328686568,4.829572207,3829.090588,109877.9488,14.76863858
28.6200192,0.638621123,1598.996354,30.37946553,2264.296452,171.0308258,995.6418852,3.456124782,6.281765479,0.220279115,0.558221865,2.367470425,4.823567301,3795.258737,112759.553,14.76116052
28.70350857,0.656414044,1581.542384,30.90868145,2239.431373,169.194155,984.8798165,2.960615831,6.408159946,0.323565727,0.575653095,2.420206736,4.811090157,3754.467308,114523.5617,14.75236038
28.81807015,0.679985018,1561.483826,31.65358592,2211.201144,167.0911702,972.4047644,2.399218791,6.563300287,0.476583354,0.596061126,2.48679359,4.793775993,3707.875868,114470.9941,14.7424162
28.96219628,0.710087354,1540.224818,32.66879917,2181.56246,164.8600585,959.078928,1.857253094,6.719189629,0.680812659,0.617530824,2.565499511,4.775191052,3658.796298,113858.8732,14.73173089
29.12948773,0.746644666,1519.709932,33.98591006,2153.198256,162.6956942,946.1127921,1.417755057,6.841442504,0.932023327,0.638369218,2.654241585,4.759718385,3611.776938,113045.4682,14.72082258
29.31008551,0.788293086,1501.795732,35.58483993,2128.658825,160.7876935,934.6734505,1.116340204,6.905115743,1.216035281,0.657877736,2.749328395,4.75035539,3571.125405,112228.3763,14.71021206
29.49351496,0.832849936,1487.71742,37.40040372,2109.638197,159.2662246,925.5457349,0.929371427,6.905065972,1.507891414,0.675793808,2.845713376,4.747393536,3539.675986,111546.0736,14.7003035
29.67093387,0.878010171,1477.942197,39.34822125,2096.769401,158.1848948,919.036716,0.814060189,6.85222149,1.779002931,0.691594456,2.938557758,4.749054601,3518.461072,110836.3967,14.69134862
29.83646832,0.9217453,1472.275114,41.34162012,2089.766977,157.5289621,915.0412286,0.739842009,6.762852459,2.006723994,0.704610575,3.024352957,4.753000882,3506.965426,110085.6158,14.68346075
29.98739273,0.96230107,1470.103965,43.29225127,2087.766493,157.2396333,913.1958801,0.690148779,6.653113277,2.176981318,0.714452415,3.100713333,4.757072921,3503.698667,109070.1149,14.67665638
30.12324779,0.998007054,1470.68309,45.10527777,2089.718109,157.2436823,913.0570878,0.656890196,6.538558963,2.281542806,0.721068787,3.165540929,4.759333084,3506.855435,107636.8574,14.67090422
30.24505833,1.027750681,1473.400398,46.70778157,2094.757883,157.4802865,914.2627094,0.635668309,6.428889053,2.319910978,0.724703995,3.217908196,4.758710806,3514.956794,106390.0409,14.66614138
30.35416404,1.050750175,1477.86842,48.04446827,2102.331309,157.9110746,916.5877956,0.624068282,6.330812659,2.296645941,0.725771789,3.25726801,4.754741224,3527.057301,105075.3025,14.66230464
30.45236352,1.066933769,1483.829567,49.09729915,2112.057564,158.5094098,919.8808463,0.619929798,6.246613481,2.227729252,0.724653472,3.284173335,4.748101598,3542.531014,104135.8473,14.6593213
30.54152399,1.077081041,1491.053228,49.89136941,2123.587785,159.2495616,923.9985032,0.620886742,6.173986089,2.134256342,0.721780207,3.30050501,4.740204027,3560.835336,103779.2534,14.6571078
30.62310812,1.082444463,1499.181556,50.47343553,2136.393547,160.091373,928.7122453,0.625096287,6.110182474,2.03244349,0.717626069,3.308495699,4.732224252,3581.139118,103653.4371,14.65557278
30.69812581,1.084443227,1507.664316,50.89464026,2149.679602,160.9739537,933.6702556,0.63153239,6.053948887,1.931307039,0.712640567,3.310256693,4.724799736,3602.162075,103616.393,14.6546174
30.76708992,1.084394744,1515.881108,51.20016206,2162.558855,161.8289981,938.4761932,0.639780092,6.004461252,1.834485396,0.707271406,3.307747455,4.718237961,3622.458987,103549.768,14.65414656
30.82986961,1.083108513,1523.31028,51.41357695,2174.290518,162.599438,942.7983619,0.650189711,5.961707572,1.740972658,0.701939603,3.30227522,4.712538741,3640.809131,103353.9457,14.6540853
30.88584005,1.08084803,1529.658029,51.53818275,2184.459147,163.2532733,946.4514571,0.663760877,5.925640133,1.647407636,0.696969983,3.29449799,4.707584869,3656.520067,103159.0426,14.65438677
30.93425965,1.077514335,1534.883163,51.56673185,2193.005785,163.7859528,949.4110405,0.681839459,5.895607202,1.550331176,0.692569764,3.284633329,4.703297265,3669.489505,103011.2091,14.65503039
30.97466906,1.07284729,1539.113382,51.48924468,2200.107292,164.211203,951.7596363,0.70606791,5.870989435,1.447284943,0.68881532,3.272583133,4.69962682,3680.010568,102896.9849,14.65601261
31.00713157,1.066636749,1542.542593,51.30074319,2206.030893,164.5497465,953.6207824,0.738263908,5.851196502,1.337759502,0.685668411,3.258199451,4.696600859,3688.533568,102795.4635,14.65733739
31.0321812,1.058826116,1545.362584,51.00447161,2211.039247,164.8218246,955.1154748,0.780301058,5.835275958,1.223384743,0.6830196,3.241443122,4.694369775,3695.507701,102713.9418,14.65901038
31.05054066,1.04950231,1547.732167,50.61039383,2215.349301,165.0439415,956.3431455,0.834069284,5.821693908,1.107194119,0.680717464,3.222325628,4.6931951,3701.309212,102649.5666,14.66103632
31.06282829,1.038933955,1549.768604,50.13683568,2219.121505,165.2278802,957.3762697,0.901068949,5.807525257,0.993410689,0.67859052,3.201011637,4.693527076,3706.223321,102795.0593,14.66342054
31.06940387,1.027648358,1551.530241,49.61393222,2222.435045,165.3787679,958.2488642,0.981110535,5.787989231,0.887424686,0.676500425,3.178058648,4.696069855,3710.405138,103353.4397,14.66617513
31.07039468,1.01625917,1552.955561,49.07284681,2225.201714,165.4891547,958.9193755,1.07188051,5.759489837,0.793522808,0.674379194,3.154042462,4.701392316,3713.728989,104026.1143,14.66932166
31.06587648,1.005328324,1553.83539,48.53764039,2227.126393,165.5364087,959.2540617,1.169225243,5.721483284,0.714365112,0.672199264,3.129396681,4.709701018,3715.71742,104686.334,14.67289283
31.0560289,0.99530993,1553.904695,48.02505775,2227.836791,165.4925776,959.0845815,1.26621877,5.675801864,0.651808579,0.669974568,3.104669174,4.720880597,3715.757777,105297.2836,14.67693372
31.041233,0.986405614,1552.97315,47.54080266,2227.068375,165.3385391,958.2908026,1.354238348,5.626504346,0.60646382,0.667768491,3.080421792,4.734421616,3713.408752,105841.0786,14.68149336
31.02221904,0.978581585,1551.002986,47.08256438,2224.773996,165.0721577,956.8497375,1.425052257,5.578993352,0.577911126,0.665672415,3.057213226,4.749494588,3708.586081,106349.8366,14.68661436
31.00034441,0.971733223,1548.10422,46.64855761,2221.117092,164.7073614,954.8317726,1.472083758,5.538726273,0.565471434,0.663792596,3.03576905,4.765120462,3701.556753,106834.4086,14.69232534
30.97780016,0.965941479,1544.471785,46.24893971,2216.382968,164.2668848,952.3596285,1.489949352,5.509641665,0.56946476,0.662259972,3.017326617,4.780422732,3692.797654,107479.309,14.69864337
30.95753208,0.961661826,1540.297862,45.91278869,2210.854788,163.7725414,949.5518617,1.473121552,5.493362133,0.592096307,0.661275196,3.003835798,4.794816957,3682.792381,108449.007,14.70558699
30.94300887,0.959581922,1535.67917,45.67812201,2204.682495,163.2354658,946.465514,1.418231836,5.490669084,0.636573782,0.661105766,2.997405922,4.807895887,3671.805575,109464.5308,14.71318001
30.93788206,0.960442169,1530.579377,45.58151713,2197.828014,162.6520159,943.0734709,1.327513281,5.501575982,0.706873158,0.661990053,2.999767789,4.819487913,3659.785796,110420.7673,14.72145005
30.94558378,0.964988907,1524.897451,45.65734929,2190.160597,162.0106579,939.30686,1.208503759,5.522982122,0.808726582,0.664109175,3.012283015,4.829975181,3646.524687,111501.7424,14.73043164
30.96899491,0.973873613,1518.550148,45.93480771,2181.574261,161.3006393,935.1069079,1.073323749,5.547315185,0.950132328,0.667622056,3.035892917,4.840434001,3631.850074,112867.8136,14.74016465
31.00966104,0.987401617,1511.476946,46.42613846,2171.995076,160.5130362,930.4298195,0.937968855,5.564686924,1.13913769,0.672644579,3.070626006,4.852321991,3615.630761,114228.4804,14.75068021
31.06602123,1.005383646,1503.61896,47.1193102,2161.348682,159.6391457,925.2348052,0.817981327,5.565907862,1.380252016,0.679198388,3.115364261,4.867086003,3597.720677,115494.3757,14.76198977
31.13189345,1.027016141,1494.968908,47.97356405,2149.629231,158.6767148,919.5163037,0.722184546,5.546026117,1.66939613,0.687218375,3.167774445,4.885609007,3578.073541,116391.3721,14.77406361
31.19697905,1.050787799,1485.642612,48.91635869,2137.000446,157.6384517,913.3502725,0.651675767,5.507181136,1.990031635,0.696461615,3.224199994,4.907649627,3556.911106,116738.039,14.78679161
31.24997465,1.075001227,1475.907711,49.86821349,2123.836452,156.5544874,906.9103565,0.602286624,5.455192486,2.318156984,0.706473514,3.280813598,4.932218484,3534.807916,116904.4427,14.79998945
31.28241488,1.098236352,1466.156492,50.76591836,2110.686596,155.4685477,900.4485684,0.568520311,5.395834854,2.629025276,0.716726094,3.334567695,4.958108704,3512.644592,116983.5174,14.81342726
31.29078085,1.119337461,1456.806866,51.56273346,2098.138835,154.4272221,894.2331525,0.546011182,5.335377806,2.899564147,0.726679332,3.383032176,4.98392355,3491.376607,116791.5337,14.82684992
31.27634573,1.137413856,1448.223091,52.22714094,2086.708528,153.4712277,888.498442,0.531748844,5.280394504,3.111017536,0.735791739,3.424379559,5.008231734,3471.846322,116216.9455,14.84000669
31.24337494,1.151979935,1440.71636,52.7474952,2076.838593,152.6349003,883.443959,0.523597683,5.235193682,3.252754492,0.743580657,3.457772734,5.029998173,3454.78598,115537.9999,14.85268525
31.19689476,1.162879655,1434.559984,53.12724748,2068.920892,151.9478701,879.2444127,0.520011137,5.20109939,3.322753526,0.74971288,3.483161088,5.048670499,3440.850305,114837.5422,14.86472194
31.14130946,1.169881116,1429.955999,53.36428144,2063.249178,151.4324291,876.0315649,0.520122701,5.179835727,3.323163919,0.753989611,3.500192002,5.063662185,3430.525089,113784.1055,14.87598182
31.08000209,1.172525395,1427.024911,53.44266836,2060.002218,151.1027677,873.8884395,0.523724087,5.175196628,3.257222776,0.756259341,3.507878404,5.074120432,3424.095753,112175.3085,14.88634853
31.01528275,1.170547493,1425.886917,53.35387397,2059.353874,150.9725654,872.8962445,0.530891274,5.189136008,3.130920542,0.756451461,3.505851731,5.079510611,3421.847607,110539.3718,14.89574127
30.94858063,1.164013445,1426.71637,53.1052311,2061.549225,151.0602904,873.1662337,0.54185284,5.220174337,2.952509623,0.754678365,3.494763738,5.079836853,3424.198013,109022.617,14.90411259
30.88080091,1.153127696,1429.648454,52.7087293,2066.773215,151.3797305,874.7827623,0.557304841,5.266106375,2.73006638,0.751151111,3.475499682,5.075314624,3431.469669,107595.6602,14.91144233
30.81254939,1.138269995,1434.682029,52.18007243,2075.012781,151.9297225,877.7433464,0.578628951,5.324628294,2.471889171,0.746094468,3.449016102,5.066366587,3443.660964,106225.5551,14.91775045
30.74438889,1.120003788,1441.676736,51.53891126,2086.054246,152.6938159,881.9574764,0.608154376,5.392747229,2.187234829,0.739759445,3.416378809,5.053701596,3460.440889,104969.738,14.92309716
30.67717969,1.098972774,1450.401858,50.80561497,2099.554937,153.6455311,887.2779362,0.649655406,5.466347374,1.886462478,0.732444299,3.378653122,5.03831947,3481.264408,103842.519,14.92756932
30.61228069,1.075748368,1460.572644,49.99541122,2115.096298,154.7523696,893.5245041,0.70931772,5.540480954,1.580732152,0.724461106,3.336618037,5.021422587,3505.45592,102757.3672,14.93126436
30.55140887,1.050765117,1471.881911,49.11657111,2132.229086,155.9791305,900.5041725,0.797124379,5.609069943,1.282352926,0.71607294,3.290682038,5.004419846,3532.283153,101632.0342,14.93427948
30.49617619,1.024396523,1484.059074,48.17637573,2150.556853,157.2938648,908.0474277,0.927513593,5.663048908,1.006114644,0.707427994,3.24122207,4.989118793,3561.100197,100580.1792,14.9367048
30.44756962,0.997027479,1496.892336,47.1856637,2169.766221,158.6704155,916.0218435,1.115770486,5.690184803,0.768522402,0.698500847,3.188824595,4.977646767,3591.40236,99641.15298,14.93861802
30.40561893,0.969164168,1510.146088,46.1619624,2189.50598,160.0808612,924.2808632,1.365263502,5.679340842,0.58266566,0.689069682,3.134389103,4.971766872,3622.631816,98997.51857,14.94008615
30.36937247,0.941535326,1523.502057,45.13315945,2209.303261,161.4910161,932.6264281,1.652710639,5.628093351,0.450655456,0.678874221,3.079234736,4.971814302,3654.041942,98850.86881,14.9411722
30.33718182,0.914898625,1536.519298,44.12671161,2228.511597,162.8565415,940.784111,1.938912249,5.547051922,0.361932896,0.667895967,3.024450417,4.976295148,3684.598695,98918.64294,14.94194034
30.30703032,0.889890714,1548.648789,43.16266431,2246.335462,164.1223178,948.412053,2.196066923,5.452760928,0.302558146,0.656397551,2.970593237,4.983099645,3713.010964,99058.75985,14.94245802
30.27692173,0.86697916,1559.363501,42.25478025,2262.016869,165.2346441,955.1814917,2.414260615,5.359492999,0.262104619,0.644764354,2.918031704,4.990605945,3738.038464,99086.11068,14.94278608
30.24531343,0.846332082,1568.302337,41.40685182,2275.040245,166.1565284,960.867039,2.595852214,5.276883535,0.233573678,0.633362303,2.867024941,4.997825182,3758.829751,98817.70272,14.94296369
30.21135365,0.827845274,1575.398448,40.61618239,2285.314521,166.8815573,965.4264282,2.748784628,5.208947853,0.212355527,0.622462694,2.817969377,5.004357627,3775.227853,98477.40002,14.94300007
30.17485339,0.811225144,1580.890863,39.87713209,2293.188234,167.4353685,969.0076251,2.881934902,5.15495595,0.195376812,0.612247144,2.771391457,5.010225327,3787.799417,98169.15815,14.94287814
30.13606016,0.796059792,1585.188437,39.18085636,2299.2524,167.8613839,971.8646398,3.003807723,5.11178941,0.180681364,0.602808369,2.727625317,5.015651508,3797.510788,97862.90417,14.9425683
30.09538167,0.78194179,1588.717032,38.51795745,2304.120188,168.2047053,974.2623711,3.120834203,5.075771162,0.167238307,0.594149861,2.686748951,5.020916937,3805.366691,97501.3972,14.94204225
30.05323197,0.768564176,1591.835719,37.88178488,2308.307321,168.5033024,976.4240142,3.236276622,5.043526779,0.154717393,0.586218331,2.648733917,5.02628814,3812.214107,97136.59671,14.94128031
30.01005426,0.755741419,1594.813705,37.26932733,2312.200259,168.7856409,978.5164619,3.350421795,5.012447869,0.143188325,0.578951765,2.613566762,5.031965343,3818.689045,96792.32267,14.94027314
29.96642582,0.743366852,1597.826426,36.67916407,2316.05126,169.0703402,980.6480848,3.462081976,4.98113522,0.132826867,0.572302408,2.58121866,5.038031707,3825.206456,96399.09666,14.93902155
29.92310932,0.731369071,1600.968442,36.10967317,2319.997069,169.3675701,982.8769791,3.569947359,4.949454174,0.12372497,0.566231125,2.551603442,5.044440708,3831.9898,95867.80729,14.93753587
29.88098255,0.719709907,1604.295383,35.55999093,2324.119255,169.683448,985.2369607,3.672731144,4.917863778,0.115898383,0.560694444,2.524644294,5.051073747,3839.171278,95296.94975,14.93583413
29.84089292,0.708377774,1607.864265,35.03061659,2328.501901,170.0242445,987.7626388,3.769260114,4.886821105,0.109276282,0.555641938,2.500277891,5.057791687,3846.887749,94741.65834,14.93394038
29.80349583,0.697376769,1611.732335,34.52281063,2333.229303,170.3962089,990.4888749,3.858904952,4.856656636,0.103740465,0.551012847,2.478374134,5.064458246,3855.277149,94235.60586,14.93188347
29.76912699,0.686742903,1615.934535,34.03896609,2338.353367,170.8031652,993.4367249,3.941191607,4.827573884,0.099178679,0.546739036,2.458746059,5.070959375,3864.425069,93808.52576,14.92969404
29.73778806,0.676540733,1620.462183,33.58204364,2343.863269,171.2442701,996.6001376,4.015829158,4.799771667,0.095462951,0.542759015,2.441174652,5.077204726,3874.313927,93431.15853,14.92740121
29.7092293,0.666845903,1625.256721,33.15461656,2349.677026,171.7133663,999.9420298,4.08294079,4.773480794,0.092445423,0.539030344,2.425441804,5.083131241,3884.80782,93085.44535,14.92502985
29.6830793,0.657727078,1630.225129,32.75831865,2355.664104,172.2006196,1003.403813,4.143030973,4.748848345,0.08997548,0.53553559,2.411370672,5.088712834,3895.688988,92763.56277,14.922599
29.65896962,0.649228339,1635.263841,32.39343781,2361.679838,172.6950547,1006.9203,4.196906812,4.725857031,0.087919656,0.532278668,2.398827045,5.093960951,3906.714353,92460.06835,14.92012235
29.63661111,0.641364144,1640.278757,32.0590316,2367.593848,173.1866825,1010.432187,4.245437455,4.704318435,0.086180423,0.529273553,2.387701327,5.098916673,3917.66288,92180.31812,14.91760953
29.61581996,0.634125533,1645.170564,31.75290771,2373.26844,173.6649706,1013.877108,4.289347278,4.683941836,0.08469814,0.526532698,2.377849862,5.103636074,3928.300493,91927.52531,14.91506737
29.59649783,0.627503137,1649.743001,31.47107052,2378.426524,174.1091788,1017.132915,4.328922683,4.664343876,0.083472904,0.524061841,2.368978996,5.108185179,3938.162017,91797.50621,14.91249945
29.57857684,0.621518073,1653.726723,31.20991564,2382.686893,174.4909078,1020.03199,4.363428486,4.645052288,0.082586138,0.521862118,2.360743682,5.112642096,3946.609822,91944.92075,14.90990228
29.56197068,0.61621691,1656.868105,30.96766682,2385.69259,174.7835255,1022.415762,4.391563001,4.62608107,0.0821306,0.519940914,2.352861477,5.117054242,3953.045737,92245.006,14.907261
29.5465608,0.611658178,1658.967561,30.74428885,2387.166368,174.9662594,1024.158239,4.412050187,4.608440363,0.082181991,0.518318735,2.345170623,5.121400881,3957.002037,92594.81519,14.90454428
29.53225638,0.607921781,1659.916103,30.54252867,2386.963817,175.0280589,1025.188612,4.423005966,4.593679911,0.082840535,0.51703698,2.337791455,5.125620565,3958.22934,93125.16495,14.90170127
29.51908585,0.605125812,1659.70504,30.36883191,2385.087408,174.9686021,1025.497437,4.421006566,4.583297396,0.084334983,0.516177248,2.331230366,5.129647374,3956.720489,94103.7201,14.89866093
29.50719188,0.603410633,1658.363649,30.23129289,2381.596743,174.7918039,1025.098304,4.401431025,4.579529299,0.087049787,0.51588926,2.326241091,5.133336785,3952.561345,95320.46357,14.89533033
29.49657091,0.602932107,1655.89132,30.13803227,2376.512558,174.4988453,1023.985774,4.358499524,4.586436539,0.091605689,0.516405051,2.323780113,5.136350056,3945.769897,96605.64131,14.89159004
29.48655351,0.603949207,1652.250003,30.10151766,2369.810014,174.0875542,1022.130145,4.282160747,4.609297578,0.099220139,0.518065923,2.325422092,5.138149393,3936.284425,98422.80743,14.88728587
29.47514531,0.607002889,1647.354744,30.14731952,2361.410567,173.5516191,1019.470384,4.152832488,4.65404253,0.112670305,0.521433675,2.334037166,5.138012536,3923.950975,101518.7608,14.88220512
29.45817803,0.613047967,1640.911017,30.31737758,2350.953135,172.8637378,1015.811882,3.941183402,4.729817799,0.137590555,0.527440319,2.354028634,5.134808856,3908.142862,105176.8925,14.87604844
29.42843417,0.623780664,1632.127883,30.67910441,2337.383748,171.9447785,1010.645793,3.613044937,4.848892403,0.18489891,0.53726549,2.391365267,5.127112814,3887.08598,108944.3317,14.86841646
29.37598611,0.642056315,1619.877221,31.34147272,2319.166512,170.6780049,1003.246057,3.142044862,5.021155893,0.27203524,0.551854854,2.453229629,5.113907492,3858.23195,111780.2182,14.85889972
29.29126114,0.671506738,1603.483255,32.44056094,2295.373467,168.9888416,993.164925,2.538014666,5.249484621,0.417793129,0.571481186,2.545532814,5.095209477,3820.088287,112842.5218,14.84732917
29.16950068,0.714076825,1583.448522,34.06892011,2266.721478,166.9193026,980.6926962,1.878665951,5.514598353,0.640691916,0.596186274,2.668216659,5.073686735,3773.888189,113327.425,14.83392999
29.01313924,0.768455405,1561.43388,36.20883078,2235.571766,164.6274556,966.8517303,1.301948358,5.758419287,0.963274224,0.624704169,2.81296015,5.056169626,3723.520247,113561.6299,14.81925974
28.83140308,0.83131351,1539.606875,38.7559285,2204.985234,162.3255816,952.9940544,0.922890981,5.910219818,1.398872043,0.653874606,2.967334078,5.050452279,3674.000755,113398.8131,14.80406287
28.63745073,0.898282816,1519.880387,41.55974381,2177.641357,160.2105004,940.3250383,0.723264526,5.94443992,1.919504436,0.68116351,3.11883479,5.058346532,3629.71277,112739.6245,14.7890769
28.44445151,0.96510377,1503.529931,44.4654698,2155.30526,158.4236116,929.660757,0.619041432,5.885125688,2.463504603,0.705027836,3.258202197,5.075461916,3593.538772,111825.7977,14.77488997
28.26247913,1.02846079,1491.192266,47.34317099,2138.831051,157.042769,921.4241832,0.559023126,5.767534928,2.971828596,0.724468701,3.38115082,5.096326049,3566.87508,110772.9461,14.76189753
28.09720478,1.086125571,1482.993731,50.09168263,2128.353757,156.0912471,915.7220957,0.520925418,5.620747298,3.404155464,0.73926705,3.487230652,5.116752796,3549.939385,109812.3684,14.75031496
27.9502135,1.13699307,1478.673775,52.64587501,2123.469576,155.5487729,912.417149,0.494679261,5.463776966,3.741735663,0.749888431,3.578281528,5.134387292,3542.066361,109126.3105,14.74020249
27.82065597,1.180701311,1477.68391,54.96699223,2123.376286,155.3619542,911.1873272,0.475488931,5.308409207,3.981481674,0.757105417,3.656421784,5.148225627,3541.932352,108530.4019,14.73151447
27.70706051,1.217340708,1479.285841,57.03253233,2127.0105,155.4551613,911.5864104,0.461018537,5.162095516,4.129622809,0.761620777,3.722936281,5.158081877,3547.777834,107991.3742,14.72413681
